name,address,phoneNumber,city,age,calls,activeCalls,sms,data,subscription_a,subscription_b,subscription_c,subscription_d,plan
A245,ADDRESS245,9001000445,Delhi,22,1,5,2,32,0,0,0,0,1
A246,ADDRESS246,9001000446,Chennimalai,44,2,12,1,39,0,0,0,0,1
A247,ADDRESS247,9001000447,Namakkal,74,1,11,1,10,0,0,0,0,1
A248,ADDRESS248,9001000448,Chennimalai,65,4,9,2,28,0,0,0,0,1
A249,ADDRESS249,9001000449,Chennimalai,73,2,6,0,18,0,0,0,0,1
A250,ADDRESS250,9001000450,Coimbatore,70,3,11,1,4,0,0,0,0,1
A251,ADDRESS251,9001000451,Coimbatore,74,0,9,1,29,0,0,0,0,1
A252,ADDRESS252,9001000452,Namakkal,69,0,4,1,30,0,0,0,0,1
A253,ADDRESS253,9001000453,Coimbatore,19,1,2,2,15,0,0,0,0,1
A254,ADDRESS254,9001000454,Coimbatore,60,3,3,2,32,0,0,0,0,1
A255,ADDRESS255,9001000455,Karur,25,2,10,2,23,0,0,0,0,1
A256,ADDRESS256,9001000456,Mumbai,50,3,9,2,15,0,0,0,0,1
A257,ADDRESS257,9001000457,Mumbai,67,1,8,0,17,0,0,0,0,1
A258,ADDRESS258,9001000458,Salem,32,0,0,2,17,0,0,0,0,1
A259,ADDRESS259,9001000459,Bangalore,39,2,5,1,4,0,0,0,0,1
A260,ADDRESS260,9001000460,Madurai,51,4,5,0,17,0,0,0,0,1
A261,ADDRESS261,9001000461,Chennai,70,4,4,0,6,0,0,0,0,1
A262,ADDRESS262,9001000462,Delhi,91,3,11,2,24,0,0,0,0,1
A263,ADDRESS263,9001000463,Chennimalai,70,2,12,0,50,0,0,0,0,1
A264,ADDRESS264,9001000464,Namakkal,23,2,4,2,47,0,0,0,0,1
A265,ADDRESS265,9001000465,Coimbatore,40,1,10,2,28,0,0,0,0,1
A266,ADDRESS266,9001000466,Coimbatore,21,1,12,2,44,0,0,0,0,1
A267,ADDRESS267,9001000467,Salem,70,4,8,2,26,0,0,0,0,1
A268,ADDRESS268,9001000468,Delhi,69,3,7,0,28,0,0,0,0,1
A269,ADDRESS269,9001000469,Mumbai,46,2,4,1,25,0,0,0,0,1
A270,ADDRESS270,9001000470,Chennimalai,71,0,10,2,48,0,0,0,0,1
A271,ADDRESS271,9001000471,Bangalore,75,3,7,1,46,0,0,0,0,1
A272,ADDRESS272,9001000472,Madurai,74,0,5,2,30,0,0,0,0,1
A273,ADDRESS273,9001000473,Chennimalai,20,1,1,2,37,0,0,0,0,1
A274,ADDRESS274,9001000474,Bangalore,84,2,7,1,27,0,0,0,0,1
A275,ADDRESS275,9001000475,Coimbatore,59,4,9,2,42,0,0,0,0,1
A276,ADDRESS276,9001000476,Salem,32,4,7,0,25,0,0,0,0,1
A277,ADDRESS277,9001000477,Mumbai,18,3,7,2,10,0,0,0,0,1
A278,ADDRESS278,9001000478,Madurai,71,2,8,0,41,0,0,0,0,1
A279,ADDRESS279,9001000479,Mumbai,80,1,8,0,5,0,0,0,0,1
A280,ADDRESS280,9001000480,Salem,27,3,6,1,10,0,0,0,0,1
A281,ADDRESS281,9001000481,Mumbai,24,0,4,0,48,0,0,0,0,1
A282,ADDRESS282,9001000482,Delhi,67,2,8,1,21,0,0,0,0,1
A283,ADDRESS283,9001000483,Delhi,32,4,5,1,15,0,0,0,0,1
A284,ADDRESS284,9001000484,Chennimalai,22,5,6,0,23,0,0,0,0,1
A285,ADDRESS285,9001000485,Delhi,24,4,10,1,34,0,0,0,0,1
A286,ADDRESS286,9001000486,Chennai,71,0,3,2,20,0,0,0,0,1
A287,ADDRESS287,9001000487,Chennimalai,77,2,4,2,18,0,0,0,0,1
A288,ADDRESS288,9001000488,Chennimalai,60,2,11,0,21,0,0,0,0,1
A289,ADDRESS289,9001000489,Coimbatore,56,2,9,1,40,0,0,0,0,1
A290,ADDRESS290,9001000490,Chennimalai,73,1,9,1,1,0,0,0,0,1
A291,ADDRESS291,9001000491,Madurai,61,0,3,2,47,0,0,0,0,1
A292,ADDRESS292,9001000492,Karur,42,2,9,1,14,0,0,0,0,1
A293,ADDRESS293,9001000493,Bangalore,81,3,12,1,23,0,0,0,0,1
A294,ADDRESS294,9001000494,Coimbatore,19,5,6,2,50,0,0,0,0,1
A295,ADDRESS295,9001000495,Chennimalai,69,0,11,2,1,0,0,0,0,1
A296,ADDRESS296,9001000496,Namakkal,79,1,12,2,18,0,0,0,0,1
A297,ADDRESS297,9001000497,Salem,89,2,9,1,17,0,0,0,0,1
A298,ADDRESS298,9001000498,Salem,48,5,12,0,29,0,0,0,0,1
A299,ADDRESS299,9001000499,Bangalore,81,1,6,0,7,0,0,0,0,1
A300,ADDRESS300,9001000500,Mumbai,85,3,12,2,42,0,0,0,0,1
A301,ADDRESS301,9001000501,Bangalore,81,2,4,1,27,0,0,0,0,1
A302,ADDRESS302,9001000502,Mumbai,54,2,5,0,17,0,0,0,0,1
A303,ADDRESS303,9001000503,Chennai,87,1,10,1,33,0,0,0,0,1
A304,ADDRESS304,9001000504,Chennimalai,70,0,4,1,16,0,0,0,0,1
A305,ADDRESS305,9001000505,Chennai,31,4,4,2,41,0,0,0,0,1
A306,ADDRESS306,9001000506,Delhi,82,2,6,2,48,0,0,0,0,1
A307,ADDRESS307,9001000507,Coimbatore,87,3,3,1,5,0,0,0,0,1
A308,ADDRESS308,9001000508,Karur,91,2,6,0,47,0,0,0,0,1
A309,ADDRESS309,9001000509,Delhi,87,0,0,2,50,0,0,0,0,1
A310,ADDRESS310,9001000510,Mumbai,79,0,5,1,10,0,0,0,0,1
A311,ADDRESS311,9001000511,Madurai,53,3,8,1,4,0,0,0,0,1
A312,ADDRESS312,9001000512,Karur,55,0,7,2,1,0,0,0,0,1
A313,ADDRESS313,9001000513,Chennai,41,1,10,1,26,0,0,0,0,1
A314,ADDRESS314,9001000514,Mumbai,19,1,3,0,48,0,0,0,0,1
A315,ADDRESS315,9001000515,Karur,75,0,0,1,11,0,0,0,0,1
A316,ADDRESS316,9001000516,Madurai,50,3,11,0,8,0,0,0,0,1
A317,ADDRESS317,9001000517,Delhi,65,4,4,2,22,0,0,0,0,1
A318,ADDRESS318,9001000518,Coimbatore,85,1,4,0,48,0,0,0,0,1
A319,ADDRESS319,9001000519,Madurai,89,2,3,1,14,0,0,0,0,1
A320,ADDRESS320,9001000520,Madurai,86,0,4,1,11,0,0,0,0,1
A321,ADDRESS321,9001000521,Salem,80,0,12,0,16,0,0,0,0,1
A322,ADDRESS322,9001000522,Delhi,78,1,10,2,14,0,0,0,0,1
A323,ADDRESS323,9001000523,Karur,18,3,6,0,2,0,0,0,0,1
A324,ADDRESS324,9001000524,Delhi,32,2,11,0,0,0,0,0,0,1
A325,ADDRESS325,9001000525,Chennai,79,2,3,0,0,0,0,0,0,1
A326,ADDRESS326,9001000526,Mumbai,75,1,8,1,30,0,0,0,0,1
A327,ADDRESS327,9001000527,Mumbai,57,1,5,0,46,0,0,0,0,1
A328,ADDRESS328,9001000528,Chennai,31,3,8,2,13,0,0,0,0,1
A329,ADDRESS329,9001000529,Mumbai,32,5,7,0,9,0,0,0,0,1
A330,ADDRESS330,9001000530,Namakkal,24,1,6,0,13,0,0,0,0,1
A331,ADDRESS331,9001000531,Salem,29,0,7,1,23,0,0,0,0,1
A332,ADDRESS332,9001000532,Mumbai,53,1,9,1,25,0,0,0,0,1
A333,ADDRESS333,9001000533,Bangalore,77,0,6,2,30,0,0,0,0,1
