name,address,phoneNumber,city,age,calls,activeCalls,sms,data,subscription_a,subscription_b,subscription_c,subscription_d,plan
A100,ADDRESS100,9001000300,Namakkal,22,2,9,1,27,0,0,0,0,1
A101,ADDRESS101,9001000301,Coimbatore,39,0,12,2,45,0,0,0,0,1
A102,ADDRESS102,9001000302,Karur,21,4,6,0,33,0,0,0,0,1
A103,ADDRESS103,9001000303,Karur,70,0,2,0,9,0,0,0,0,1
A104,ADDRESS104,9001000304,Karur,41,4,5,1,29,0,0,0,0,1
A105,ADDRESS105,9001000305,Salem,91,0,3,0,26,0,0,0,0,1
A106,ADDRESS106,9001000306,Chennimalai,80,2,5,0,18,0,0,0,0,1
A107,ADDRESS107,9001000307,Bangalore,49,5,8,1,15,0,0,0,0,1
A108,ADDRESS108,9001000308,Karur,36,1,4,1,22,0,0,0,0,1
A109,ADDRESS109,9001000309,Coimbatore,61,3,6,0,39,0,0,0,0,1
A110,ADDRESS110,9001000310,Salem,45,1,6,0,14,0,0,0,0,1
A111,ADDRESS111,9001000311,Chennimalai,47,1,1,0,24,0,0,0,0,1
A112,ADDRESS112,9001000312,Salem,58,3,6,0,38,0,0,0,0,1
A113,ADDRESS113,9001000313,Chennimalai,82,2,12,0,15,0,0,0,0,1
A114,ADDRESS114,9001000314,Chennimalai,74,0,11,0,10,0,0,0,0,1
A115,ADDRESS115,9001000315,Madurai,64,1,3,1,1,0,0,0,0,1
A116,ADDRESS116,9001000316,Chennimalai,76,0,12,0,15,0,0,0,0,1
A117,ADDRESS117,9001000317,Namakkal,61,1,3,0,45,0,0,0,0,1
A118,ADDRESS118,9001000318,Chennai,27,0,1,2,49,0,0,0,0,1
A119,ADDRESS119,9001000319,Salem,62,1,2,1,3,0,0,0,0,1
A120,ADDRESS120,9001000320,Chennai,34,5,10,2,31,0,0,0,0,1
A121,ADDRESS121,9001000321,Chennai,70,3,7,1,24,0,0,0,0,1
A122,ADDRESS122,9001000322,Delhi,91,0,4,1,41,0,0,0,0,1
A123,ADDRESS123,9001000323,Chennai,35,0,12,1,4,0,0,0,0,1
A124,ADDRESS124,9001000324,Salem,50,3,11,1,3,0,0,0,0,1
A125,ADDRESS125,9001000325,Coimbatore,44,0,7,0,43,0,0,0,0,1
A126,ADDRESS126,9001000326,Coimbatore,86,2,6,2,41,0,0,0,0,1
A127,ADDRESS127,9001000327,Bangalore,25,1,10,2,12,0,0,0,0,1
A128,ADDRESS128,9001000328,Mumbai,36,3,10,0,1,0,0,0,0,1
A129,ADDRESS129,9001000329,Karur,67,3,5,0,16,0,0,0,0,1
A130,ADDRESS130,9001000330,Chennai,44,5,12,0,48,0,0,0,0,1
A131,ADDRESS131,9001000331,Delhi,45,0,7,1,42,0,0,0,0,1
A132,ADDRESS132,9001000332,Chennai,25,2,2,2,7,0,0,0,0,1
A133,ADDRESS133,9001000333,Chennai,22,0,3,1,45,0,0,0,0,1
A134,ADDRESS134,9001000334,Madurai,68,0,8,2,22,0,0,0,0,1
A135,ADDRESS135,9001000335,Chennimalai,30,1,4,1,47,0,0,0,0,1
A136,ADDRESS136,9001000336,Chennimalai,45,3,11,1,2,0,0,0,0,1
A137,ADDRESS137,9001000337,Coimbatore,35,4,8,0,3,0,0,0,0,1
A138,ADDRESS138,9001000338,Salem,70,1,3,0,10,0,0,0,0,1
A139,ADDRESS139,9001000339,Bangalore,73,2,3,0,49,0,0,0,0,1
A140,ADDRESS140,9001000340,Namakkal,63,2,5,0,13,0,0,0,0,1
A141,ADDRESS141,9001000341,Chennai,68,2,8,0,50,0,0,0,0,1
A142,ADDRESS142,9001000342,Bangalore,31,5,7,0,38,0,0,0,0,1
A143,ADDRESS143,9001000343,Coimbatore,86,2,10,2,43,0,0,0,0,1
A144,ADDRESS144,9001000344,Coimbatore,61,3,6,0,7,0,0,0,0,1
A145,ADDRESS145,9001000345,Mumbai,38,0,7,1,38,0,0,0,0,1
A146,ADDRESS146,9001000346,Chennimalai,46,0,0,0,49,0,0,0,0,1
A147,ADDRESS147,9001000347,Salem,59,3,9,1,18,0,0,0,0,1
A148,ADDRESS148,9001000348,Coimbatore,39,1,6,1,31,0,0,0,0,1
A149,ADDRESS149,9001000349,Chennai,49,3,7,2,36,0,0,0,0,1
A150,ADDRESS150,9001000350,Namakkal,70,2,10,1,19,0,0,0,0,1
A151,ADDRESS151,9001000351,Chennai,82,2,3,0,47,0,0,0,0,1
A152,ADDRESS152,9001000352,Chennai,18,0,11,1,20,0,0,0,0,1
A153,ADDRESS153,9001000353,Madurai,52,1,10,2,4,0,0,0,0,1
A154,ADDRESS154,9001000354,Bangalore,30,5,12,0,23,0,0,0,0,1
A155,ADDRESS155,9001000355,Bangalore,74,0,0,1,43,0,0,0,0,1
A156,ADDRESS156,9001000356,Madurai,64,2,3,0,35,0,0,0,0,1
A157,ADDRESS157,9001000357,Madurai,57,3,9,2,23,0,0,0,0,1
A158,ADDRESS158,9001000358,Madurai,64,3,8,2,21,0,0,0,0,1
A159,ADDRESS159,9001000359,Madurai,36,3,9,2,2,0,0,0,0,1
A160,ADDRESS160,9001000360,Karur,56,2,12,0,33,0,0,0,0,1
A161,ADDRESS161,9001000361,Bangalore,61,2,9,1,41,0,0,0,0,1
A162,ADDRESS162,9001000362,Bangalore,52,0,11,0,35,0,0,0,0,1
A163,ADDRESS163,9001000363,Delhi,54,0,8,1,19,0,0,0,0,1
A164,ADDRESS164,9001000364,Karur,40,2,4,0,20,0,0,0,0,1
A165,ADDRESS165,9001000365,Chennai,23,3,9,0,44,0,0,0,0,1
A166,ADDRESS166,9001000366,Chennimalai,91,2,12,1,17,0,0,0,0,1
A167,ADDRESS167,9001000367,Namakkal,77,1,6,0,24,0,0,0,0,1
A168,ADDRESS168,9001000368,Delhi,23,5,6,1,3,0,0,0,0,1
A169,ADDRESS169,9001000369,Chennai,55,3,7,2,4,0,0,0,0,1
A170,ADDRESS170,9001000370,Karur,36,5,5,0,48,0,0,0,0,1
A171,ADDRESS171,9001000371,Salem,76,0,4,0,20,0,0,0,0,1
A172,ADDRESS172,9001000372,Chennai,30,5,7,0,25,0,0,0,0,1
A173,ADDRESS173,9001000373,Namakkal,31,3,5,0,17,0,0,0,0,1
A174,ADDRESS174,9001000374,Namakkal,63,0,2,2,6,0,0,0,0,1
A175,ADDRESS175,9001000375,Coimbatore,72,3,5,0,50,0,0,0,0,1
A176,ADDRESS176,9001000376,Namakkal,64,3,7,2,40,0,0,0,0,1
A177,ADDRESS177,9001000377,Bangalore,23,4,4,2,21,0,0,0,0,1
A178,ADDRESS178,9001000378,Karur,85,1,2,1,41,0,0,0,0,1
A179,ADDRESS179,9001000379,Mumbai,68,1,12,0,36,0,0,0,0,1
A180,ADDRESS180,9001000380,Delhi,55,3,9,1,43,0,0,0,0,1
A181,ADDRESS181,9001000381,Namakkal,25,1,4,2,6,0,0,0,0,1
A182,ADDRESS182,9001000382,Bangalore,22,2,8,1,29,0,0,0,0,1
A183,ADDRESS183,9001000383,Mumbai,86,2,2,0,35,0,0,0,0,1
A184,ADDRESS184,9001000384,Delhi,79,0,6,2,3,0,0,0,0,1
A185,ADDRESS185,9001000385,Madurai,85,2,6,2,1,0,0,0,0,1
A186,ADDRESS186,9001000386,Bangalore,25,3,7,0,35,0,0,0,0,1
A187,ADDRESS187,9001000387,Bangalore,22,2,8,0,4,0,0,0,0,1
A188,ADDRESS188,9001000388,Chennimalai,25,1,4,0,16,0,0,0,0,1
A189,ADDRESS189,9001000389,Delhi,25,0,5,1,7,0,0,0,0,1
A190,ADDRESS190,9001000390,Namakkal,85,1,11,0,2,0,0,0,0,1
A191,ADDRESS191,9001000391,Karur,62,1,1,0,26,0,0,0,0,1
A192,ADDRESS192,9001000392,Mumbai,45,1,3,2,41,0,0,0,0,1
A193,ADDRESS193,9001000393,Madurai,22,1,4,2,46,0,0,0,0,1
A194,ADDRESS194,9001000394,Karur,28,0,5,1,41,0,0,0,0,1
A195,ADDRESS195,9001000395,Mumbai,20,0,0,2,24,0,0,0,0,1
A196,ADDRESS196,9001000396,Madurai,80,1,2,1,27,0,0,0,0,1
A197,ADDRESS197,9001000397,Mumbai,38,3,7,0,5,0,0,0,0,1
A198,ADDRESS198,9001000398,Salem,57,2,6,2,50,0,0,0,0,1
A199,ADDRESS199,9001000399,Salem,33,3,7,2,48,0,0,0,0,1
A200,ADDRESS200,9001000400,Madurai,67,1,10,1,29,0,0,0,0,1
A1,ADDRESS1,9001000201,Delhi,26,10,15,0,30,0,0,0,0,2
A2,ADDRESS2,9001000202,Chennai,75,4,11,11,13,0,0,0,0,2
A3,ADDRESS3,9001000203,Chennimalai,83,4,14,5,23,0,0,0,0,2
A4,ADDRESS4,9001000204,Chennimalai,55,5,14,5,39,0,0,0,0,2
A5,ADDRESS5,9001000205,Madurai,39,7,13,10,21,0,0,0,0,2
A6,ADDRESS6,9001000206,Chennimalai,87,3,5,10,43,0,0,0,0,2
A7,ADDRESS7,9001000207,Chennimalai,25,7,14,8,30,0,0,0,0,2
A8,ADDRESS8,9001000208,Delhi,48,3,5,11,3,0,0,0,0,2
A9,ADDRESS9,9001000209,Salem,24,8,17,10,43,0,0,0,0,2
A10,ADDRESS10,9001000210,Madurai,64,7,16,10,2,0,0,0,0,2
A11,ADDRESS11,9001000211,Mumbai,70,6,17,6,33,0,0,0,0,2
A12,ADDRESS12,9001000212,Mumbai,39,10,14,11,3,0,0,0,0,2
A13,ADDRESS13,9001000213,Namakkal,49,7,15,11,24,0,0,0,0,2
A14,ADDRESS14,9001000214,Coimbatore,40,2,9,11,20,0,0,0,0,2
A15,ADDRESS15,9001000215,Salem,59,2,7,11,49,0,0,0,0,2
A16,ADDRESS16,9001000216,Coimbatore,25,10,13,12,39,0,0,0,0,2
A17,ADDRESS17,9001000217,Namakkal,76,2,11,12,24,0,0,0,0,2
A18,ADDRESS18,9001000218,Bangalore,40,5,12,10,8,0,0,0,0,2
A19,ADDRESS19,9001000219,Chennai,80,2,6,10,10,0,0,0,0,2
A20,ADDRESS20,9001000220,Bangalore,37,10,12,10,13,0,0,0,0,2
A21,ADDRESS21,9001000221,Delhi,85,2,8,12,33,0,0,0,0,2
A22,ADDRESS22,9001000222,Coimbatore,69,7,17,1,6,0,0,0,0,2
A23,ADDRESS23,9001000223,Namakkal,88,3,17,2,41,0,0,0,0,2
A24,ADDRESS24,9001000224,Delhi,32,8,16,0,22,0,0,0,0,2
A25,ADDRESS25,9001000225,Bangalore,43,4,9,12,12,0,0,0,0,2
A26,ADDRESS26,9001000226,Namakkal,77,4,9,9,12,0,0,0,0,2
A27,ADDRESS27,9001000227,Mumbai,46,9,12,12,45,0,0,0,0,2
A28,ADDRESS28,9001000228,Chennai,42,7,7,9,28,0,0,0,0,2
A29,ADDRESS29,9001000229,Namakkal,28,7,8,2,1,0,0,0,0,2
A30,ADDRESS30,9001000230,Coimbatore,40,7,10,11,32,0,0,0,0,2
A31,ADDRESS31,9001000231,Bangalore,36,10,14,9,7,0,0,0,0,2
A32,ADDRESS32,9001000232,Bangalore,52,2,10,11,17,0,0,0,0,2
A33,ADDRESS33,9001000233,Chennimalai,28,8,14,12,17,0,0,0,0,2
A34,ADDRESS34,9001000234,Salem,61,6,14,8,10,0,0,0,0,2
A35,ADDRESS35,9001000235,Madurai,55,4,8,3,1,0,0,0,0,2
A36,ADDRESS36,9001000236,Chennimalai,58,4,4,4,14,0,0,0,0,2
A37,ADDRESS37,9001000237,Madurai,69,3,12,10,39,0,0,0,0,2
A38,ADDRESS38,9001000238,Namakkal,20,5,11,5,0,0,0,0,0,2
A39,ADDRESS39,9001000239,Chennimalai,22,10,14,4,7,0,0,0,0,2
A40,ADDRESS40,9001000240,Salem,36,8,14,11,49,0,0,0,0,2
A41,ADDRESS41,9001000241,Delhi,18,10,17,6,39,0,0,0,0,2
A42,ADDRESS42,9001000242,Madurai,21,10,17,10,5,0,0,0,0,2
A43,ADDRESS43,9001000243,Madurai,34,4,15,3,34,0,0,0,0,2
A44,ADDRESS44,9001000244,Coimbatore,76,3,8,1,44,0,0,0,0,2
A45,ADDRESS45,9001000245,Mumbai,25,6,12,8,21,0,0,0,0,2
A46,ADDRESS46,9001000246,Salem,50,6,7,5,43,0,0,0,0,2
A47,ADDRESS47,9001000247,Namakkal,89,3,9,5,20,0,0,0,0,2
A48,ADDRESS48,9001000248,Chennimalai,54,4,4,9,1,0,0,0,0,2
A49,ADDRESS49,9001000249,Coimbatore,62,6,13,3,33,0,0,0,0,2
A50,ADDRESS50,9001000250,Bangalore,66,6,10,8,8,0,0,0,0,2
A51,ADDRESS51,9001000251,Coimbatore,88,2,8,10,22,0,0,0,0,2
A52,ADDRESS52,9001000252,Delhi,65,2,17,6,12,0,0,0,0,2
A53,ADDRESS53,9001000253,Salem,20,9,14,10,27,0,0,0,0,2
A54,ADDRESS54,9001000254,Bangalore,71,7,10,1,3,0,0,0,0,2
A55,ADDRESS55,9001000255,Chennimalai,88,3,4,12,35,0,0,0,0,2
A56,ADDRESS56,9001000256,Delhi,28,9,13,1,25,0,0,0,0,2
A57,ADDRESS57,9001000257,Namakkal,78,3,17,5,18,0,0,0,0,2
A58,ADDRESS58,9001000258,Coimbatore,19,9,14,9,7,0,0,0,0,2
A59,ADDRESS59,9001000259,Delhi,28,3,5,9,12,0,0,0,0,2
A60,ADDRESS60,9001000260,Delhi,91,4,13,11,35,0,0,0,0,2
A61,ADDRESS61,9001000261,Delhi,43,7,8,9,1,0,0,0,0,2
A62,ADDRESS62,9001000262,Coimbatore,35,3,10,2,0,0,0,0,0,2
A63,ADDRESS63,9001000263,Bangalore,91,3,17,8,21,0,0,0,0,2
A64,ADDRESS64,9001000264,Mumbai,20,5,17,12,34,0,0,0,0,2
A65,ADDRESS65,9001000265,Karur,81,4,15,1,2,0,0,0,0,2
A66,ADDRESS66,9001000266,Chennai,43,6,15,7,17,0,0,0,0,2
A67,ADDRESS67,9001000267,Mumbai,83,3,16,12,23,0,0,0,0,2
A68,ADDRESS68,9001000268,Coimbatore,41,9,11,5,19,0,0,0,0,2
A69,ADDRESS69,9001000269,Mumbai,48,3,13,11,3,0,0,0,0,2
A70,ADDRESS70,9001000270,Karur,66,6,8,5,3,0,0,0,0,2
A71,ADDRESS71,9001000271,Namakkal,64,7,10,9,0,0,0,0,0,2
A72,ADDRESS72,9001000272,Coimbatore,75,3,3,12,16,0,0,0,0,2
A73,ADDRESS73,9001000273,Coimbatore,88,3,4,1,10,0,0,0,0,2
A74,ADDRESS74,9001000274,Madurai,42,10,15,6,15,0,0,0,0,2
A75,ADDRESS75,9001000275,Madurai,47,5,14,9,17,0,0,0,0,2
A76,ADDRESS76,9001000276,Mumbai,53,4,9,10,48,0,0,0,0,2
A77,ADDRESS77,9001000277,Mumbai,75,2,11,9,2,0,0,0,0,2
A78,ADDRESS78,9001000278,Mumbai,89,3,14,4,20,0,0,0,0,2
A79,ADDRESS79,9001000279,Bangalore,68,5,9,11,50,0,0,0,0,2
A80,ADDRESS80,9001000280,Delhi,85,3,17,6,27,0,0,0,0,2
A81,ADDRESS81,9001000281,Coimbatore,71,6,15,8,18,0,0,0,0,2
A82,ADDRESS82,9001000282,Chennai,30,8,16,3,23,0,0,0,0,2
A83,ADDRESS83,9001000283,Madurai,43,8,15,4,11,0,0,0,0,2
A84,ADDRESS84,9001000284,Karur,87,2,12,8,23,0,0,0,0,2
A85,ADDRESS85,9001000285,Madurai,32,8,14,2,47,0,0,0,0,2
A86,ADDRESS86,9001000286,Chennimalai,41,6,17,0,13,0,0,0,0,2
A87,ADDRESS87,9001000287,Coimbatore,88,3,14,1,17,0,0,0,0,2
A88,ADDRESS88,9001000288,Bangalore,34,2,15,5,49,0,0,0,0,2
A89,ADDRESS89,9001000289,Coimbatore,83,2,7,1,39,0,0,0,0,2
A90,ADDRESS90,9001000290,Karur,52,5,17,8,27,0,0,0,0,2
A91,ADDRESS91,9001000291,Karur,30,9,15,1,6,0,0,0,0,2
A92,ADDRESS92,9001000292,Bangalore,47,7,17,2,47,0,0,0,0,2
A93,ADDRESS93,9001000293,Coimbatore,85,2,7,7,49,0,0,0,0,2
A94,ADDRESS94,9001000294,Madurai,31,9,15,12,46,0,0,0,0,2
A95,ADDRESS95,9001000295,Namakkal,82,2,10,0,17,0,0,0,0,2
A96,ADDRESS96,9001000296,Madurai,44,3,5,10,15,0,0,0,0,2
A97,ADDRESS97,9001000297,Karur,73,2,7,6,4,0,0,0,0,2
A98,ADDRESS98,9001000298,Salem,69,4,10,0,35,0,0,0,0,2
A99,ADDRESS99,9001000299,Chennimalai,48,6,15,8,17,0,0,0,0,2
A100,ADDRESS100,9001000300,Salem,80,2,16,2,24,0,0,0,0,2
A101,ADDRESS101,9001000301,Chennai,22,9,16,0,15,0,0,0,0,2
A102,ADDRESS102,9001000302,Chennimalai,61,3,12,3,8,0,0,0,0,2
A103,ADDRESS103,9001000303,Bangalore,50,4,14,9,50,0,0,0,0,2
A104,ADDRESS104,9001000304,Delhi,34,6,7,8,45,0,0,0,0,2
A105,ADDRESS105,9001000305,Karur,72,2,14,4,46,0,0,0,0,2
A106,ADDRESS106,9001000306,Salem,70,7,15,9,5,0,0,0,0,2
A107,ADDRESS107,9001000307,Madurai,66,5,6,0,38,0,0,0,0,2
A108,ADDRESS108,9001000308,Bangalore,38,7,16,12,32,0,0,0,0,2
A109,ADDRESS109,9001000309,Bangalore,46,9,14,2,11,0,0,0,0,2
A110,ADDRESS110,9001000310,Delhi,44,9,16,7,50,0,0,0,0,2
A111,ADDRESS111,9001000311,Salem,31,10,15,4,39,0,0,0,0,2
A112,ADDRESS112,9001000312,Coimbatore,86,3,6,12,45,0,0,0,0,2
A113,ADDRESS113,9001000313,Salem,69,6,8,4,13,0,0,0,0,2
A114,ADDRESS114,9001000314,Mumbai,87,4,15,5,46,0,0,0,0,2
A115,ADDRESS115,9001000315,Madurai,61,2,8,9,9,0,0,0,0,2
A116,ADDRESS116,9001000316,Bangalore,78,4,15,8,38,0,0,0,0,2
A117,ADDRESS117,9001000317,Delhi,47,4,16,7,30,0,0,0,0,2
A118,ADDRESS118,9001000318,Delhi,33,9,10,6,50,0,0,0,0,2
A119,ADDRESS119,9001000319,Mumbai,50,6,15,5,3,0,0,0,0,2
A120,ADDRESS120,9001000320,Bangalore,91,4,13,10,43,0,0,0,0,2
A121,ADDRESS121,9001000321,Bangalore,34,3,4,3,28,0,0,0,0,2
A122,ADDRESS122,9001000322,Mumbai,36,5,10,3,9,0,0,0,0,2
A123,ADDRESS123,9001000323,Chennai,57,6,15,12,17,0,0,0,0,2
A124,ADDRESS124,9001000324,Karur,30,2,3,6,3,0,0,0,0,2
A125,ADDRESS125,9001000325,Karur,34,3,7,4,18,0,0,0,0,2
A126,ADDRESS126,9001000326,Chennai,47,2,10,2,18,0,0,0,0,2
A127,ADDRESS127,9001000327,Delhi,27,4,6,9,25,0,0,0,0,2
A128,ADDRESS128,9001000328,Chennai,33,5,7,1,13,0,0,0,0,2
A129,ADDRESS129,9001000329,Delhi,28,2,8,10,20,0,0,0,0,2
A130,ADDRESS130,9001000330,Bangalore,69,5,13,5,38,0,0,0,0,2
A131,ADDRESS131,9001000331,Mumbai,65,4,10,11,21,0,0,0,0,2
A132,ADDRESS132,9001000332,Bangalore,87,4,10,2,35,0,0,0,0,2
A133,ADDRESS133,9001000333,Coimbatore,73,2,17,9,24,0,0,0,0,2
A134,ADDRESS134,9001000334,Madurai,91,2,2,2,39,0,0,0,0,2
