name,address,phoneNumber,city,age,calls,activeCalls,sms,data,subscription_a,subscription_b,subscription_c,subscription_d,plan
A37,ADDRESS37,9001000237,Salem,60,2,3,0,14,0,0,0,0,1
A38,ADDRESS38,9001000238,Karur,48,3,10,2,44,0,0,0,0,1
A39,ADDRESS39,9001000239,Karur,83,2,9,1,40,0,0,0,0,1
A40,ADDRESS40,9001000240,Chennimalai,57,0,6,2,14,0,0,0,0,1
A41,ADDRESS41,9001000241,Chennimalai,32,2,8,2,9,0,0,0,0,1
A42,ADDRESS42,9001000242,Chennimalai,44,3,6,1,43,0,0,0,0,1
A43,ADDRESS43,9001000243,Bangalore,66,0,2,0,27,0,0,0,0,1
A44,ADDRESS44,9001000244,Chennai,83,2,5,0,0,0,0,0,0,1
A45,ADDRESS45,9001000245,Bangalore,23,5,7,2,0,0,0,0,0,1
A46,ADDRESS46,9001000246,Delhi,62,2,6,0,44,0,0,0,0,1
A47,ADDRESS47,9001000247,Salem,88,2,6,2,38,0,0,0,0,1
A48,ADDRESS48,9001000248,Namakkal,91,0,12,2,45,0,0,0,0,1
A49,ADDRESS49,9001000249,Bangalore,68,1,7,1,3,0,0,0,0,1
A50,ADDRESS50,9001000250,Madurai,39,2,6,1,39,0,0,0,0,1
A51,ADDRESS51,9001000251,Bangalore,27,0,3,2,2,0,0,0,0,1
A52,ADDRESS52,9001000252,Mumbai,40,0,11,0,2,0,0,0,0,1
A53,ADDRESS53,9001000253,Madurai,29,0,3,0,11,0,0,0,0,1
A54,ADDRESS54,9001000254,Namakkal,78,1,8,2,25,0,0,0,0,1
A55,ADDRESS55,9001000255,Salem,70,0,12,0,44,0,0,0,0,1
A56,ADDRESS56,9001000256,Namakkal,64,3,4,2,46,0,0,0,0,1
A57,ADDRESS57,9001000257,Coimbatore,73,0,5,2,38,0,0,0,0,1
A58,ADDRESS58,9001000258,Salem,50,1,3,1,10,0,0,0,0,1
A59,ADDRESS59,9001000259,Karur,41,5,9,2,29,0,0,0,0,1
A60,ADDRESS60,9001000260,Namakkal,81,0,4,1,47,0,0,0,0,1
A61,ADDRESS61,9001000261,Namakkal,69,3,5,2,17,0,0,0,0,1
A62,ADDRESS62,9001000262,Chennimalai,74,0,4,1,44,0,0,0,0,1
A63,ADDRESS63,9001000263,Bangalore,79,2,4,2,25,0,0,0,0,1
A64,ADDRESS64,9001000264,Delhi,59,3,10,1,35,0,0,0,0,1
A65,ADDRESS65,9001000265,Delhi,68,1,6,2,37,0,0,0,0,1
A66,ADDRESS66,9001000266,Mumbai,38,5,9,1,49,0,0,0,0,1
A67,ADDRESS67,9001000267,Chennai,57,1,10,2,14,0,0,0,0,1
A68,ADDRESS68,9001000268,Madurai,54,0,5,2,26,0,0,0,0,1
A69,ADDRESS69,9001000269,Chennai,53,1,1,0,32,0,0,0,0,1
A70,ADDRESS70,9001000270,Namakkal,45,2,11,1,10,0,0,0,0,1
A71,ADDRESS71,9001000271,Chennimalai,18,1,3,2,15,0,0,0,0,1
A72,ADDRESS72,9001000272,Madurai,48,5,5,2,34,0,0,0,0,1
A73,ADDRESS73,9001000273,Delhi,67,3,6,1,38,0,0,0,0,1
A74,ADDRESS74,9001000274,Mumbai,52,3,11,0,17,0,0,0,0,1
A75,ADDRESS75,9001000275,Namakkal,36,5,11,2,39,0,0,0,0,1
A76,ADDRESS76,9001000276,Namakkal,38,1,10,2,34,0,0,0,0,1
A77,ADDRESS77,9001000277,Bangalore,63,2,3,1,39,0,0,0,0,1
A78,ADDRESS78,9001000278,Bangalore,40,4,11,2,23,0,0,0,0,1
A79,ADDRESS79,9001000279,Chennai,48,1,3,1,40,0,0,0,0,1
A80,ADDRESS80,9001000280,Namakkal,40,2,5,2,3,0,0,0,0,1
A81,ADDRESS81,9001000281,Madurai,77,1,5,0,42,0,0,0,0,1
A82,ADDRESS82,9001000282,Chennimalai,23,1,10,2,33,0,0,0,0,1
A83,ADDRESS83,9001000283,Chennimalai,20,5,11,2,20,0,0,0,0,1
A84,ADDRESS84,9001000284,Karur,46,3,11,0,15,0,0,0,0,1
A85,ADDRESS85,9001000285,Chennai,74,2,11,1,41,0,0,0,0,1
A86,ADDRESS86,9001000286,Coimbatore,57,0,5,1,42,0,0,0,0,1
A87,ADDRESS87,9001000287,Madurai,55,1,8,2,46,0,0,0,0,1
A88,ADDRESS88,9001000288,Namakkal,90,0,1,2,30,0,0,0,0,1
A89,ADDRESS89,9001000289,Karur,20,1,4,2,29,0,0,0,0,1
A90,ADDRESS90,9001000290,Namakkal,83,0,11,2,17,0,0,0,0,1
A91,ADDRESS91,9001000291,Chennai,63,0,2,0,40,0,0,0,0,1
A92,ADDRESS92,9001000292,Coimbatore,76,0,10,1,4,0,0,0,0,1
A93,ADDRESS93,9001000293,Karur,21,3,11,2,21,0,0,0,0,1
A94,ADDRESS94,9001000294,Chennai,78,2,3,1,2,0,0,0,0,1
A95,ADDRESS95,9001000295,Karur,29,1,4,1,32,0,0,0,0,1
A96,ADDRESS96,9001000296,Delhi,83,1,9,2,17,0,0,0,0,1
A97,ADDRESS97,9001000297,Salem,75,2,5,2,14,0,0,0,0,1
A98,ADDRESS98,9001000298,Bangalore,56,3,9,2,44,0,0,0,0,1
A99,ADDRESS99,9001000299,Delhi,23,0,9,2,7,0,0,0,0,1
A100,ADDRESS100,9001000300,Madurai,90,0,3,0,22,0,0,0,0,1
A101,ADDRESS101,9001000301,Salem,69,3,6,0,19,0,0,0,0,1
A102,ADDRESS102,9001000302,Karur,52,3,12,1,31,0,0,0,0,1
A103,ADDRESS103,9001000303,Namakkal,36,5,11,1,5,0,0,0,0,1
A104,ADDRESS104,9001000304,Chennai,22,3,8,0,21,0,0,0,0,1
A105,ADDRESS105,9001000305,Coimbatore,46,2,3,1,1,0,0,0,0,1
A106,ADDRESS106,9001000306,Namakkal,59,0,12,0,48,0,0,0,0,1
A107,ADDRESS107,9001000307,Karur,31,0,1,0,46,0,0,0,0,1
A108,ADDRESS108,9001000308,Karur,53,3,8,1,13,0,0,0,0,1
A109,ADDRESS109,9001000309,Chennai,70,2,4,1,27,0,0,0,0,1
A110,ADDRESS110,9001000310,Delhi,22,2,8,1,39,0,0,0,0,1
A111,ADDRESS111,9001000311,Bangalore,21,3,3,2,19,0,0,0,0,1
A112,ADDRESS112,9001000312,Namakkal,73,3,6,0,29,0,0,0,0,1
A113,ADDRESS113,9001000313,Delhi,52,3,7,0,26,0,0,0,0,1
A114,ADDRESS114,9001000314,Namakkal,52,2,10,0,47,0,0,0,0,1
A115,ADDRESS115,9001000315,Mumbai,88,2,3,1,22,0,0,0,0,1
A116,ADDRESS116,9001000316,Namakkal,46,1,7,0,26,0,0,0,0,1
A117,ADDRESS117,9001000317,Karur,42,1,11,2,50,0,0,0,0,1
A118,ADDRESS118,9001000318,Delhi,66,3,5,2,14,0,0,0,0,1
A119,ADDRESS119,9001000319,Namakkal,35,3,9,1,11,0,0,0,0,1
A120,ADDRESS120,9001000320,Salem,47,5,8,2,24,0,0,0,0,1
A121,ADDRESS121,9001000321,Chennimalai,63,3,4,1,19,0,0,0,0,1
A122,ADDRESS122,9001000322,Chennimalai,18,3,7,0,4,0,0,0,0,1
A123,ADDRESS123,9001000323,Karur,19,2,2,1,42,0,0,0,0,1
A124,ADDRESS124,9001000324,Bangalore,18,3,8,2,17,0,0,0,0,1
A125,ADDRESS125,9001000325,Salem,71,3,8,1,16,0,0,0,0,1
A126,ADDRESS126,9001000326,Namakkal,30,0,6,2,40,0,0,0,0,1
A127,ADDRESS127,9001000327,Coimbatore,25,4,11,2,32,0,0,0,0,1
A128,ADDRESS128,9001000328,Chennai,90,1,12,0,37,0,0,0,0,1
A129,ADDRESS129,9001000329,Karur,71,2,4,2,44,0,0,0,0,1
A130,ADDRESS130,9001000330,Namakkal,91,0,0,1,32,0,0,0,0,1
A131,ADDRESS131,9001000331,Bangalore,47,0,8,1,25,0,0,0,0,1
A132,ADDRESS132,9001000332,Coimbatore,67,3,4,1,2,0,0,0,0,1
A133,ADDRESS133,9001000333,Namakkal,53,2,12,1,43,0,0,0,0,1
A134,ADDRESS134,9001000334,Chennimalai,74,1,2,2,20,0,0,0,0,1
A135,ADDRESS135,9001000335,Madurai,36,5,10,2,17,0,0,0,0,1
A136,ADDRESS136,9001000336,Madurai,30,2,8,2,43,0,0,0,0,1
A137,ADDRESS137,9001000337,Karur,62,2,5,0,21,0,0,0,0,1
A138,ADDRESS138,9001000338,Chennai,28,5,7,0,6,0,0,0,0,1
A139,ADDRESS139,9001000339,Salem,23,4,4,2,48,0,0,0,0,1
A140,ADDRESS140,9001000340,Delhi,19,0,3,0,47,0,0,0,0,1
A141,ADDRESS141,9001000341,Coimbatore,73,0,0,0,43,0,0,0,0,1
A142,ADDRESS142,9001000342,Karur,76,2,4,0,50,0,0,0,0,1
A143,ADDRESS143,9001000343,Chennimalai,30,4,11,0,2,0,0,0,0,1
A144,ADDRESS144,9001000344,Karur,46,3,5,0,27,0,0,0,0,1
A145,ADDRESS145,9001000345,Coimbatore,32,2,7,2,37,0,0,0,0,1
A146,ADDRESS146,9001000346,Mumbai,76,2,9,0,49,0,0,0,0,1
A147,ADDRESS147,9001000347,Salem,37,2,2,1,19,0,0,0,0,1
A148,ADDRESS148,9001000348,Karur,78,2,5,0,23,0,0,0,0,1
A149,ADDRESS149,9001000349,Namakkal,36,0,1,0,10,0,0,0,0,1
A150,ADDRESS150,9001000350,Madurai,44,1,7,0,15,0,0,0,0,1
A151,ADDRESS151,9001000351,Madurai,70,2,5,1,27,0,0,0,0,1
A152,ADDRESS152,9001000352,Namakkal,70,1,6,2,46,0,0,0,0,1
A153,ADDRESS153,9001000353,Bangalore,56,0,9,2,4,0,0,0,0,1
A154,ADDRESS154,9001000354,Delhi,50,3,7,1,44,0,0,0,0,1
A155,ADDRESS155,9001000355,Chennimalai,46,1,7,0,42,0,0,0,0,1
A156,ADDRESS156,9001000356,Chennai,67,2,3,2,27,0,0,0,0,1
A157,ADDRESS157,9001000357,Mumbai,36,4,9,2,33,0,0,0,0,1
A158,ADDRESS158,9001000358,Coimbatore,41,4,5,1,30,0,0,0,0,1
A159,ADDRESS159,9001000359,Mumbai,86,1,11,1,48,0,0,0,0,1
A160,ADDRESS160,9001000360,Coimbatore,21,4,12,0,2,0,0,0,0,1
A161,ADDRESS161,9001000361,Chennai,54,3,10,0,48,0,0,0,0,1
A162,ADDRESS162,9001000362,Karur,24,0,9,1,13,0,0,0,0,1
A163,ADDRESS163,9001000363,Mumbai,59,1,2,1,19,0,0,0,0,1
A164,ADDRESS164,9001000364,Coimbatore,33,4,6,0,35,0,0,0,0,1
A165,ADDRESS165,9001000365,Delhi,36,5,5,2,2,0,0,0,0,1
A166,ADDRESS166,9001000366,Namakkal,24,4,7,1,8,0,0,0,0,1
A167,ADDRESS167,9001000367,Delhi,28,3,4,2,33,0,0,0,0,1
A168,ADDRESS168,9001000368,Madurai,89,2,10,2,37,0,0,0,0,1
A169,ADDRESS169,9001000369,Coimbatore,50,1,11,1,26,0,0,0,0,1
A170,ADDRESS170,9001000370,Mumbai,40,3,6,2,8,0,0,0,0,1
A171,ADDRESS171,9001000371,Salem,30,2,4,1,39,0,0,0,0,1
A172,ADDRESS172,9001000372,Madurai,22,2,4,1,31,0,0,0,0,1
A173,ADDRESS173,9001000373,Karur,41,0,12,1,44,0,0,0,0,1
A174,ADDRESS174,9001000374,Salem,59,0,6,0,7,0,0,0,0,1
A175,ADDRESS175,9001000375,Chennai,74,2,8,0,11,0,0,0,0,1
A176,ADDRESS176,9001000376,Chennimalai,58,0,1,1,8,0,0,0,0,1
A177,ADDRESS177,9001000377,Bangalore,35,5,7,2,7,0,0,0,0,1
A178,ADDRESS178,9001000378,Coimbatore,89,2,6,2,12,0,0,0,0,1
A179,ADDRESS179,9001000379,Delhi,44,3,12,0,34,0,0,0,0,1
A180,ADDRESS180,9001000380,Delhi,23,2,6,1,24,0,0,0,0,1
A181,ADDRESS181,9001000381,Coimbatore,55,0,2,2,32,0,0,0,0,1
A182,ADDRESS182,9001000382,Chennimalai,40,2,10,1,23,0,0,0,0,1
A183,ADDRESS183,9001000383,Salem,67,1,10,0,50,0,0,0,0,1
A184,ADDRESS184,9001000384,Coimbatore,23,3,9,2,40,0,0,0,0,1
A185,ADDRESS185,9001000385,Karur,62,3,5,2,37,0,0,0,0,1
A186,ADDRESS186,9001000386,Bangalore,78,1,3,0,22,0,0,0,0,1
A187,ADDRESS187,9001000387,Madurai,64,0,4,2,13,0,0,0,0,1
A188,ADDRESS188,9001000388,Salem,53,1,3,0,46,0,0,0,0,1
A189,ADDRESS189,9001000389,Chennai,31,0,9,1,2,0,0,0,0,1
A190,ADDRESS190,9001000390,Namakkal,69,2,8,0,19,0,0,0,0,1
A191,ADDRESS191,9001000391,Chennai,41,2,11,1,27,0,0,0,0,1
A192,ADDRESS192,9001000392,Karur,77,2,4,1,37,0,0,0,0,1
A193,ADDRESS193,9001000393,Delhi,30,5,7,0,16,0,0,0,0,1
A194,ADDRESS194,9001000394,Chennai,21,4,10,0,33,0,0,0,0,1
A195,ADDRESS195,9001000395,Coimbatore,71,3,7,2,39,0,0,0,0,1
A196,ADDRESS196,9001000396,Bangalore,68,3,3,2,37,0,0,0,0,1
A197,ADDRESS197,9001000397,Coimbatore,29,2,2,1,6,0,0,0,0,1
A198,ADDRESS198,9001000398,Chennimalai,49,2,12,0,49,0,0,0,0,1
A199,ADDRESS199,9001000399,Karur,41,5,9,2,14,0,0,0,0,1
A200,ADDRESS200,9001000400,Bangalore,66,1,11,1,33,0,0,0,0,1
A201,ADDRESS201,9001000401,Mumbai,46,3,3,2,49,0,0,0,0,1
A202,ADDRESS202,9001000402,Chennai,50,1,10,1,4,0,0,0,0,1
A203,ADDRESS203,9001000403,Madurai,41,1,5,0,8,0,0,0,0,1
A204,ADDRESS204,9001000404,Delhi,75,1,3,2,37,0,0,0,0,1
A205,ADDRESS205,9001000405,Salem,34,0,3,0,34,0,0,0,0,1
A206,ADDRESS206,9001000406,Mumbai,29,1,6,2,38,0,0,0,0,1
A207,ADDRESS207,9001000407,Delhi,26,1,11,0,2,0,0,0,0,1
A208,ADDRESS208,9001000408,Delhi,79,2,10,0,47,0,0,0,0,1
A209,ADDRESS209,9001000409,Coimbatore,26,5,6,2,19,0,0,0,0,1
A210,ADDRESS210,9001000410,Chennimalai,87,0,6,1,44,0,0,0,0,1
A211,ADDRESS211,9001000411,Namakkal,76,2,5,0,49,0,0,0,0,1
A212,ADDRESS212,9001000412,Mumbai,34,2,6,0,34,0,0,0,0,1
A213,ADDRESS213,9001000413,Delhi,80,0,3,0,22,0,0,0,0,1
A214,ADDRESS214,9001000414,Chennimalai,42,3,7,1,25,0,0,0,0,1
A215,ADDRESS215,9001000415,Delhi,82,1,11,2,29,0,0,0,0,1
A216,ADDRESS216,9001000416,Chennai,89,2,8,1,33,0,0,0,0,1
A217,ADDRESS217,9001000417,Coimbatore,18,3,6,2,47,0,0,0,0,1
A218,ADDRESS218,9001000418,Chennimalai,46,3,5,0,37,0,0,0,0,1
A219,ADDRESS219,9001000419,Delhi,53,3,4,0,26,0,0,0,0,1
A220,ADDRESS220,9001000420,Mumbai,77,1,4,0,21,0,0,0,0,1
A221,ADDRESS221,9001000421,Chennai,59,2,12,0,31,0,0,0,0,1
A222,ADDRESS222,9001000422,Mumbai,39,1,6,2,8,0,0,0,0,1
A223,ADDRESS223,9001000423,Namakkal,85,2,4,1,3,0,0,0,0,1
A224,ADDRESS224,9001000424,Chennai,33,1,12,0,29,0,0,0,0,1
A225,ADDRESS225,9001000425,Delhi,61,2,10,0,23,0,0,0,0,1
A226,ADDRESS226,9001000426,Delhi,21,0,10,2,37,0,0,0,0,1
A227,ADDRESS227,9001000427,Bangalore,50,1,7,0,12,0,0,0,0,1
A228,ADDRESS228,9001000428,Namakkal,23,5,10,1,33,0,0,0,0,1
A229,ADDRESS229,9001000429,Chennimalai,60,1,11,2,11,0,0,0,0,1
A230,ADDRESS230,9001000430,Bangalore,87,1,5,1,48,0,0,0,0,1
A231,ADDRESS231,9001000431,Bangalore,65,2,4,0,7,0,0,0,0,1
A232,ADDRESS232,9001000432,Coimbatore,34,0,9,1,35,0,0,0,0,1
A233,ADDRESS233,9001000433,Madurai,89,0,6,1,44,0,0,0,0,1
A234,ADDRESS234,9001000434,Coimbatore,49,2,9,2,6,0,0,0,0,1
A235,ADDRESS235,9001000435,Chennai,29,5,5,1,33,0,0,0,0,1
A236,ADDRESS236,9001000436,Chennimalai,37,1,7,2,39,0,0,0,0,1
A237,ADDRESS237,9001000437,Delhi,53,1,7,1,48,0,0,0,0,1
A238,ADDRESS238,9001000438,Coimbatore,32,4,4,0,37,0,0,0,0,1
A239,ADDRESS239,9001000439,Chennimalai,34,5,12,1,24,0,0,0,0,1
A240,ADDRESS240,9001000440,Chennimalai,79,0,2,0,40,0,0,0,0,1
A241,ADDRESS241,9001000441,Chennai,42,1,1,0,40,0,0,0,0,1
A242,ADDRESS242,9001000442,Namakkal,18,0,3,0,7,0,0,0,0,1
A243,ADDRESS243,9001000443,Salem,91,0,2,0,15,0,0,0,0,1
A244,ADDRESS244,9001000444,Madurai,60,3,7,2,50,0,0,0,0,1
A245,ADDRESS245,9001000445,Chennai,71,0,11,1,4,0,0,0,0,1
A246,ADDRESS246,9001000446,Mumbai,49,5,7,0,28,0,0,0,0,1
A247,ADDRESS247,9001000447,Karur,20,1,8,2,38,0,0,0,0,1
A248,ADDRESS248,9001000448,Namakkal,63,0,7,1,23,0,0,0,0,1
A249,ADDRESS249,9001000449,Delhi,46,5,10,1,45,0,0,0,0,1
A250,ADDRESS250,9001000450,Madurai,21,2,12,0,42,0,0,0,0,1
A251,ADDRESS251,9001000451,Madurai,23,1,7,0,5,0,0,0,0,1
A252,ADDRESS252,9001000452,Chennai,19,0,1,1,34,0,0,0,0,1
A253,ADDRESS253,9001000453,Mumbai,31,0,6,0,20,0,0,0,0,1
A254,ADDRESS254,9001000454,Namakkal,35,0,8,2,34,0,0,0,0,1
A255,ADDRESS255,9001000455,Chennai,51,3,7,2,50,0,0,0,0,1
A256,ADDRESS256,9001000456,Madurai,73,0,10,0,19,0,0,0,0,1
A257,ADDRESS257,9001000457,Namakkal,60,0,11,2,48,0,0,0,0,1
A258,ADDRESS258,9001000458,Delhi,27,5,12,2,13,0,0,0,0,1
A259,ADDRESS259,9001000459,Delhi,26,1,9,0,35,0,0,0,0,1
A260,ADDRESS260,9001000460,Coimbatore,65,3,6,2,28,0,0,0,0,1
A261,ADDRESS261,9001000461,Delhi,50,3,8,0,21,0,0,0,0,1
A262,ADDRESS262,9001000462,Coimbatore,65,3,11,0,6,0,0,0,0,1
A263,ADDRESS263,9001000463,Namakkal,40,3,6,0,11,0,0,0,0,1
A264,ADDRESS264,9001000464,Chennai,30,3,6,2,34,0,0,0,0,1
A265,ADDRESS265,9001000465,Karur,90,2,3,1,26,0,0,0,0,1
A266,ADDRESS266,9001000466,Madurai,57,2,7,1,34,0,0,0,0,1
A267,ADDRESS267,9001000467,Madurai,70,0,8,0,10,0,0,0,0,1
A268,ADDRESS268,9001000468,Chennai,24,5,10,2,29,0,0,0,0,1
A269,ADDRESS269,9001000469,Madurai,58,0,12,0,13,0,0,0,0,1
A270,ADDRESS270,9001000470,Chennimalai,61,1,5,0,0,0,0,0,0,1
A271,ADDRESS271,9001000471,Karur,76,0,5,2,32,0,0,0,0,1
A272,ADDRESS272,9001000472,Delhi,85,0,0,1,7,0,0,0,0,1
A273,ADDRESS273,9001000473,Delhi,84,1,8,1,41,0,0,0,0,1
A274,ADDRESS274,9001000474,Chennimalai,78,0,11,1,10,0,0,0,0,1
A275,ADDRESS275,9001000475,Chennimalai,39,3,6,1,47,0,0,0,0,1
A276,ADDRESS276,9001000476,Mumbai,23,3,6,0,43,0,0,0,0,1
A277,ADDRESS277,9001000477,Namakkal,62,2,12,0,29,0,0,0,0,1
A278,ADDRESS278,9001000478,Madurai,39,1,3,0,43,0,0,0,0,1
A279,ADDRESS279,9001000479,Delhi,38,2,2,0,18,0,0,0,0,1
A280,ADDRESS280,9001000480,Chennimalai,29,5,9,2,13,0,0,0,0,1
A281,ADDRESS281,9001000481,Bangalore,40,3,7,0,17,0,0,0,0,1
A282,ADDRESS282,9001000482,Namakkal,44,5,9,0,47,0,0,0,0,1
A283,ADDRESS283,9001000483,Chennai,54,0,11,1,21,0,0,0,0,1
A284,ADDRESS284,9001000484,Bangalore,32,3,12,0,1,0,0,0,0,1
A285,ADDRESS285,9001000485,Chennai,25,4,12,2,41,0,0,0,0,1
A286,ADDRESS286,9001000486,Chennimalai,22,4,11,2,43,0,0,0,0,1
A287,ADDRESS287,9001000487,Karur,60,3,7,1,43,0,0,0,0,1
A288,ADDRESS288,9001000488,Madurai,45,5,8,0,33,0,0,0,0,1
A289,ADDRESS289,9001000489,Chennimalai,47,4,4,1,26,0,0,0,0,1
A290,ADDRESS290,9001000490,Karur,84,1,1,0,29,0,0,0,0,1
A291,ADDRESS291,9001000491,Chennai,89,1,10,2,29,0,0,0,0,1
A292,ADDRESS292,9001000492,Mumbai,29,1,3,2,15,0,0,0,0,1
A293,ADDRESS293,9001000493,Bangalore,40,0,9,1,37,0,0,0,0,1
A294,ADDRESS294,9001000494,Chennai,43,0,5,0,20,0,0,0,0,1
A295,ADDRESS295,9001000495,Chennai,89,0,12,1,1,0,0,0,0,1
A296,ADDRESS296,9001000496,Namakkal,87,0,12,0,44,0,0,0,0,1
A297,ADDRESS297,9001000497,Delhi,73,1,10,1,4,0,0,0,0,1
A298,ADDRESS298,9001000498,Karur,71,3,8,0,1,0,0,0,0,1
A299,ADDRESS299,9001000499,Chennai,28,5,8,0,31,0,0,0,0,1
A300,ADDRESS300,9001000500,Mumbai,73,2,4,1,12,0,0,0,0,1
A301,ADDRESS301,9001000501,Chennai,28,2,4,2,14,0,0,0,0,1
A302,ADDRESS302,9001000502,Bangalore,77,1,1,0,45,0,0,0,0,1
A303,ADDRESS303,9001000503,Chennai,53,2,12,2,10,0,0,0,0,1
A304,ADDRESS304,9001000504,Salem,79,2,2,0,26,0,0,0,0,1
A305,ADDRESS305,9001000505,Coimbatore,41,1,9,0,42,0,0,0,0,1
A306,ADDRESS306,9001000506,Bangalore,89,2,2,2,44,0,0,0,0,1
A307,ADDRESS307,9001000507,Bangalore,48,3,9,0,6,0,0,0,0,1
A308,ADDRESS308,9001000508,Madurai,19,1,9,1,28,0,0,0,0,1
A309,ADDRESS309,9001000509,Namakkal,67,0,1,0,8,0,0,0,0,1
A310,ADDRESS310,9001000510,Mumbai,44,3,11,0,33,0,0,0,0,1
A311,ADDRESS311,9001000511,Namakkal,19,5,5,1,22,0,0,0,0,1
A312,ADDRESS312,9001000512,Madurai,58,0,8,1,26,0,0,0,0,1
A313,ADDRESS313,9001000513,Chennimalai,75,1,8,1,33,0,0,0,0,1
A314,ADDRESS314,9001000514,Madurai,78,0,8,1,41,0,0,0,0,1
A315,ADDRESS315,9001000515,Namakkal,71,2,10,2,18,0,0,0,0,1
A316,ADDRESS316,9001000516,Salem,36,1,11,2,38,0,0,0,0,1
A317,ADDRESS317,9001000517,Chennimalai,28,4,7,1,7,0,0,0,0,1
A318,ADDRESS318,9001000518,Coimbatore,29,5,11,1,26,0,0,0,0,1
A319,ADDRESS319,9001000519,Chennai,46,3,3,1,48,0,0,0,0,1
A320,ADDRESS320,9001000520,Chennimalai,27,0,6,2,0,0,0,0,0,1
A321,ADDRESS321,9001000521,Karur,83,0,0,0,3,0,0,0,0,1
A322,ADDRESS322,9001000522,Delhi,21,4,7,0,23,0,0,0,0,1
A323,ADDRESS323,9001000523,Chennimalai,58,2,2,1,1,0,0,0,0,1
A324,ADDRESS324,9001000524,Mumbai,89,0,2,0,12,0,0,0,0,1
A325,ADDRESS325,9001000525,Karur,71,1,8,2,24,0,0,0,0,1
A326,ADDRESS326,9001000526,Karur,35,1,11,0,10,0,0,0,0,1
A327,ADDRESS327,9001000527,Bangalore,86,1,12,0,43,0,0,0,0,1
A328,ADDRESS328,9001000528,Namakkal,22,1,7,2,24,0,0,0,0,1
A329,ADDRESS329,9001000529,Chennai,45,2,3,1,42,0,0,0,0,1
A330,ADDRESS330,9001000530,Mumbai,67,1,7,2,13,0,0,0,0,1
A331,ADDRESS331,9001000531,Karur,38,3,6,0,31,0,0,0,0,1
A332,ADDRESS332,9001000532,Namakkal,61,2,5,2,48,0,0,0,0,1
A333,ADDRESS333,9001000533,Delhi,31,5,11,2,28,0,0,0,0,1
A334,ADDRESS334,9001000534,Coimbatore,88,0,2,2,43,0,0,0,0,1
